"","screenName","location","latitude","longitude","state"
"1906","trbrad62","FlyOver, America",44.8540542,-93.2432127,"Minnesota"
"1907","CTheLily","Alexandria, VA",38.8048355,-77.0469214,"Virginia"
"1909","QueenSeniiaa","California",36.778261,-119.4179324,"California"
"1912","FrayedTorn","Madison, WI",43.0730517,-89.4012302,"Wisconsin"
"1914","devonabigail","The Land of Tea & Crumpets",29.9220919,-95.6868729,"Texas"
"1916","ZhouChauster","South Florida",27.6648274,-81.5157535,"Florida"
"1917","StephStephens","Orange County, CA",33.7174708,-117.8311428,"California"
"1918","shealynnichole5","Winter Springs, FL",28.6988853,-81.3081226,"Florida"
"1920","djcalinextdoor_","Hou.Tx <U+0001F91F><U+0001F3FE>",29.7604267,-95.3698028,"Texas"
"1921","fgc_preachaman","Hammond, IN",41.5833688,-87.5000412,"Indiana"
"1922","kimthotjin_","23|switch|nsfw",36.0558489,-115.2186205,"Nevada"
"1923","thaikone","Finland",61.92411,25.7481511,"Nevada"
"1924","AnnaEloyan1","California, USA",36.778261,-119.4179324,"California"
"1925","shelby_ham","Brookville, IN",39.4231065,-85.0127376,"Indiana"
"1926","sigurbjornl","Iceland",64.963051,-19.020835,"Indiana"
"1928","Aporter31471","Outside Fairbanks Alaska",64.8377778,-147.7163888,"Alaska"
"1929","MostWowFacts","Across the Universe ",34.0126379,-118.495155,"California"
"1930","floridamom420","Denver, CO",39.7392358,-104.990251,"Colorado"
"1931","SHlR4NAI","jihoon. / fl: ooc.",27.6648274,-81.5157535,"Florida"
"1934","tristinafortru2","On the Cross",45.3974358,-84.6313089,"Michigan"
"1936","brianraby93","North Carolina, USA",35.7595731,-79.0192997,"North Carolina"
"1938","DrewWebbYN","Ruston, LA",32.5232053,-92.637927,"Louisiana"
"1939","Sailor_Samara","Virginia",37.4315734,-78.6568942,"Virginia"
"1940","CallieAvsAgnew","Colorado",39.5500507,-105.7820674,"Colorado"
"1942","MCATDT15","Celebration, FL",28.3188815,-81.5407793,"Florida"
"1945","FLU_2Cold","Columbus, OH",39.9611755,-82.9987942,"Ohio"
"1947","lucky25","everywhere",33.7589188,-84.3640829,"Georgia"
"1949","graceeee9_","California",36.778261,-119.4179324,"California"
"1952","THV11","Little Rock, Arkansas",34.7464809,-92.2895948,"Arkansas"
"1953","halimahy","San Francisco Bay Area",37.8271784,-122.2913078,"California"
"1955","milenereis","Here, there and everywhere",40.774716,-74.694929,"New Jersey"
"1956","b4she4144","Ohio, USA",40.4172871,-82.907123,"Ohio"
"1957","shortbushawty66","New Jersey, USA",40.0583238,-74.4056612,"New Jersey"
"1958","SoMoMediaGroup","Laguna Niguel, CA",33.5236744,-117.7149438,"California"
"1959","angienellington","North Carolina, USA",35.7595731,-79.0192997,"North Carolina"
"1961","ericszyszka","Hudson Valley",41.9209018,-73.9612887,"New York"
"1963","zeemcdaniel11","Virginia",37.4315734,-78.6568942,"Virginia"
"1967","ocnaturaldoc","California ",36.778261,-119.4179324,"California"
"1969","mpatten916","Albany, NY",42.6525793,-73.7562317,"New York"
"1970","Rengganis___","SOC",38.5469991,-118.6539423,"Nevada"
"1971","notrebamcentire","Chino Hills, CA via Kansas",33.9898188,-117.7325848,"California"
"1972","SNewt104","Washington, USA",47.7510741,-120.7401385,"Washington"
"1976","Jacqueline_vB96","California, USA",36.778261,-119.4179324,"California"
"1978","ohhhcakes","Chicago, IL",41.8781136,-87.6297982,"Illinois"
"1979","CokeIceDrinker","GA",32.1656221,-82.9000751,"Georgia"
"1980","StavenhagenKate"," Adirondack Mountains ",44.1247154,-73.8693043,"New York"
"1982","bipolar9139","War zone ",41.4275803,-81.8269911,"Ohio"
"1983","BreannaPaige_x3","Louisiana",30.9842977,-91.9623327,"Louisiana"
"1984","MrsPlugg","Maryland, USA",39.0457549,-76.6412712,"Maryland"
"1985","crstye","Kapolei, HI",21.3353909,-158.0568965,"Hawaii"
"1986","hawtyuris","California, USA",36.778261,-119.4179324,"California"
"1987","flibidagibit","Roseville, CA",38.7521235,-121.2880059,"California"
"1988","Ryan_Mackenzie9","Dominion, Villa Nova",40.037056,-75.34358,"Pennsylvania"
"1992","ayeee_sha_","Somewhere",40.7428832,-84.1167726,"Ohio"
"1993","claireinspace","New York, NY",40.7127753,-74.0059728,"New York"
"1997","KURIEITAA","Los Angeles, CA",34.0522342,-118.2436849,"California"
